,id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
256,4659229,Riley Park,49.25107,-123.1025,Entire home/apt,125.0,4,187,2.0,1,250,27,21-157186
257,4679955,Kitsilano,49.26329,-123.18427,Entire home/apt,250.0,31,82,0.78,1,133,0,nan
258,4694785,Downtown,49.27856,-123.125,Entire home/apt,,6,3,0.03,1,0,0,19-163876
259,4699429,Renfrew-Collingwood,49.24808,-123.03588,Private room,65.0,31,5,0.05,5,50,0,nan
260,4701041,Renfrew-Collingwood,49.24869,-123.03572,Private room,65.0,31,2,0.02,5,134,0,nan
261,4701190,Renfrew-Collingwood,49.24961,-123.03755,Entire home/apt,150.0,31,12,0.16,5,135,2,nan
262,4747128,Downtown,49.27469,-123.13217,Entire home/apt,363.0,4,171,2.01,1,181,46,23-156359
263,4787924,Kensington-Cedar Cottage,49.25244,-123.0623,Entire home/apt,85.0,30,156,1.45,1,163,3,21-119806
264,4849995,Downtown,49.27147,-123.12661,Entire home/apt,250.0,30,18,0.18,8,181,2,nan
265,4856515,Riley Park,49.24027,-123.10221,Private room,100.0,5,67,0.64,2,254,13,23-157245
266,4888430,Mount Pleasant,49.261467,-123.082291,Entire home/apt,102.0,3,516,4.84,1,142,59,23-156356
267,4902682,Grandview-Woodland,49.27315,-123.06846,Entire home/apt,425.0,12,20,0.19,1,49,1,21-156466
268,4924996,Grandview-Woodland,49.27517,-123.06581,Entire home/apt,185.0,2,20,0.19,2,349,5,23-156737
269,4942126,Fairview,49.26616,-123.12985,Private room,95.0,3,143,1.38,2,156,20,22-156203
270,4995055,Riley Park,49.24531,-123.09533,Entire home/apt,81.0,30,58,0.72,3,0,9,22-157486
271,5005722,West Point Grey,49.25965,-123.20512,Entire home/apt,411.0,4,134,1.26,1,251,6,nan
272,5089343,West End,49.28165,-123.12841,Private room,,2,73,0.8,1,0,0,19-162873
273,5104748,Shaughnessy,49.23843039799316,-123.15372381359336,Private room,75.0,1,27,3.16,4,364,27,23-202200
274,5104965,Shaughnessy,49.2384864,-123.152607,Entire home/apt,88.0,1,40,4.6,4,351,40,23-202200
275,5154272,Downtown,49.27508,-123.12388,Entire home/apt,200.0,30,17,0.17,8,59,3,nan
276,5154591,Fairview,49.26106,-123.13975,Entire home/apt,307.0,2,6,0.06,1,0,5,23-200384
277,5278749,Mount Pleasant,49.2644,-123.09873,Entire home/apt,,2,92,0.87,1,0,0,18-591142
278,5315811,Fairview,49.25872,-123.12185,Private room,85.0,30,10,0.1,3,254,4,nan
279,5347437,Downtown,49.28045,-123.10871,Entire home/apt,157.0,2,301,4.28,2,327,50,23-156292
280,5391067,Downtown Eastside,49.28287,-123.09425,Entire home/apt,,2,50,0.48,1,0,0,20-160908
281,5415806,Downtown,49.27841,-123.10815,Entire home/apt,125.0,31,6,0.06,2,179,4,23-156292
282,5423637,West End,49.2827,-123.1241,Entire home/apt,165.0,30,72,0.67,12,317,2,nan
283,5439203,Downtown,49.27638,-123.12394,Entire home/apt,118.0,30,166,1.55,3,251,5,Exempt
284,5459210,Mount Pleasant,49.25853,-123.08005,Entire home/apt,,10,10,0.11,1,0,0,19-163003
285,5471844,Kensington-Cedar Cottage,49.24731,-123.08777,Entire home/apt,119.0,2,948,8.92,1,0,102,23-156701
286,5480529,West End,49.287139892578125,-123.12576293945312,Entire home/apt,225.0,30,37,0.36,1,251,0,19-160991
287,5490474,Kitsilano,49.27105,-123.18246,Entire home/apt,149.0,7,92,1.15,2,169,5,23-156719
288,5571829,Downtown,49.27832,-123.12109,Entire home/apt,129.0,30,38,0.38,1,142,7,22-103970
289,5602997,Grandview-Woodland,49.27549,-123.06406,Entire home/apt,213.0,2,293,2.76,1,158,37,23-156377
290,5631903,South Cambie,49.24942,-123.12413,Entire home/apt,207.0,3,240,2.27,1,0,45,23-156484
291,5638429,Downtown,49.27899,-123.11768,Entire home/apt,114.0,30,63,0.6,1,364,2,nan
292,5642121,Grandview-Woodland,49.26914,-123.05684,Entire home/apt,135.0,1,416,4.04,1,0,66,23-156603
293,5649604,Grandview-Woodland,49.27694,-123.06243,Entire home/apt,249.0,21,83,1.04,1,54,0,23-157874
294,5670706,West End,49.28722,-123.12588,Entire home/apt,139.0,360,28,0.26,1,137,0,nan
295,5747556,Grandview-Woodland,49.27213668823242,-123.07023620605467,Entire home/apt,177.0,5,116,1.11,3,356,21,23-157295
296,5759976,Downtown Eastside,49.27851,-123.09941,Entire home/apt,,4,38,0.36,1,0,0,18-562269-SA
297,5761885,Grandview-Woodland,49.28512,-123.05801,Entire home/apt,,85,1,0.01,1,0,0,nan
298,5795871,Downtown,49.28084,-123.12598,Entire home/apt,,30,8,0.1,33,0,2,nan
299,5814747,Renfrew-Collingwood,49.24554,-123.05089,Entire home/apt,108.0,3,341,4.35,1,45,54,23-156615
300,5877217,West End,49.28941,-123.12908,Entire home/apt,120.0,30,26,0.25,1,259,1,nan
301,5881530,Grandview-Woodland,49.27675,-123.06537,Entire home/apt,144.0,2,398,3.91,1,155,47,23-156464
302,5919984,Downtown,49.27555,-123.11307,Entire home/apt,175.0,30,3,0.15,8,164,2,nan
303,5961772,Downtown,49.27818,-123.13048,Entire home/apt,250.0,270,0,,1,0,0,nan
304,6018284,Grandview-Woodland,49.27572,-123.06039,Entire home/apt,764.0,4,19,0.18,1,162,0,23-168285
305,6032973,West Point Grey,49.26442,-123.19224,Entire home/apt,1118.0,3,38,0.37,1,151,3,23-156348
306,6045404,Riley Park,49.24506,-123.09533,Entire home/apt,,14,27,0.27,3,0,0,18-611243
307,6128764,Downtown,49.27915828402665,-123.12338544921194,Entire home/apt,299.0,30,135,1.43,2,303,11,23-182771
308,6134895,Mount Pleasant,49.25679,-123.07926,Entire home/apt,200.0,3,192,2.13,1,226,21,23-158285
309,6166558,Fairview,49.26649,-123.12179,Entire home/apt,,30,5,0.05,1,0,0,nan
310,6226872,Hastings-Sunrise,49.26407,-123.03992,Entire home/apt,52.0,5,80,0.77,2,10,14,23-156667
311,6239107,Downtown,49.27809,-123.12919,Entire home/apt,,60,14,0.14,1,0,0,nan
312,6270968,Downtown,49.27912,-123.12066,Entire home/apt,350.0,30,37,0.38,1,252,0,nan
313,6324453,Mount Pleasant,49.26071,-123.09265,Entire home/apt,607.0,3,79,0.77,1,323,15,24-157255
314,6347338,Riley Park,49.25076,-123.10873,Entire home/apt,140.0,30,87,0.84,1,365,6,nan
315,6364673,Downtown,49.27729,-123.11603,Entire home/apt,,1,29,0.28,2,0,0,Exempt
316,6365193,Grandview-Woodland,49.2716,-123.06175,Entire home/apt,,5,5,0.05,1,0,0,18-594237
317,6407591,Hastings-Sunrise,49.26624,-123.04491,Entire home/apt,,14,9,0.09,1,0,1,23-235651
318,6416204,West End,49.27942,-123.13355,Entire home/apt,156.0,30,171,1.66,1,364,0,20-160030
319,6416686,Renfrew-Collingwood,49.24373,-123.04979,Private room,150.0,30,17,0.16,5,90,3,nan
320,6421331,Hastings-Sunrise,49.28038,-123.02865,Entire home/apt,250.0,30,63,0.61,2,359,2,Exempt
321,6425616,Downtown Eastside,49.28113,-123.10764,Entire home/apt,325.0,30,277,2.66,1,83,4,19-1619-42
322,6426269,Fairview,49.26145,-123.13173,Entire home/apt,214.0,2,4,0.04,1,306,3,738550201
323,6452450,West End,49.29241,-123.13471,Entire home/apt,,30,4,0.04,1,0,0,nan
324,6453318,Downtown Eastside,49.28208,-123.10801,Entire home/apt,149.0,75,7,0.09,1,104,0,nan
325,6468462,Grandview-Woodland,49.26742,-123.0665,Entire home/apt,,3,15,0.15,2,0,4,23-157453
326,6493890,Mount Pleasant,49.26644,-123.08922,Entire home/apt,,30,43,0.41,1,0,0,nan
327,6494884,Grandview-Woodland,49.27177,-123.06063,Entire home/apt,475.0,5,59,0.57,1,314,1,22-156628
328,6602481,Downtown,49.27806,-123.13061,Entire home/apt,141.0,5,125,1.41,1,170,36,23-156842
329,6611269,Renfrew-Collingwood,49.25472,-123.03387,Entire home/apt,68.0,30,62,0.6,3,53,3,nan
330,6643391,Downtown,49.27551,-123.12431,Entire home/apt,,30,24,0.23,1,0,0,nan
331,6645469,Kitsilano,49.26049,-123.17747,Entire home/apt,146.0,2,345,3.36,1,16,41,22-156478
332,6660457,West End,49.28695,-123.12654,Private room,63.0,30,258,2.74,2,69,6,nan
333,6692629,Kitsilano,49.2668,-123.15955,Private room,120.0,4,53,1.01,2,40,15,22-156862
334,6732143,Riley Park,49.2482,-123.09623,Entire home/apt,126.0,14,248,2.4,1,132,12,23-156345
335,6808688,Downtown,49.28945,-123.12525,Private room,61.0,30,344,3.32,2,62,3,nan
336,6812180,Downtown Eastside,49.27853,-123.09265,Entire home/apt,128.0,3,325,3.16,1,150,36,23-156539
337,6836507,Downtown,49.27878,-123.11624,Entire home/apt,250.0,399,0,,1,365,0,nan
338,6854409,Fairview,49.26408,-123.12831,Entire home/apt,,4,32,0.31,1,0,3,21-186490
339,6863617,Downtown Eastside,49.27954,-123.0919,Private room,131.0,3,154,1.49,1,355,28,19-163391
340,6867548,Riley Park,49.23443,-123.10683,Entire home/apt,107.0,90,127,1.24,1,299,24,23-156773
341,6871805,Kensington-Cedar Cottage,49.2439,-123.08738,Entire home/apt,,2,141,1.48,1,0,8,23-240594
342,6897283,Dunbar Southlands,49.2539,-123.17975,Entire home/apt,120.0,10,19,0.18,2,89,1,23-107201
343,6939529,Kerrisdale,49.22347,-123.14169,Entire home/apt,134.0,30,160,1.55,1,345,21,23-156755
344,6975013,Mount Pleasant,49.26484,-123.09867,Entire home/apt,191.0,10,44,0.43,1,28,0,22-236273
345,6977279,Sunset,49.217,-123.09479,Entire home/apt,,3,29,0.28,1,0,5,21-156556
346,6990532,West End,49.29107,-123.14394,Entire home/apt,407.0,30,16,0.16,1,89,0,nan
347,6993905,West End,49.28373,-123.13267,Private room,102.0,1,455,4.42,1,0,90,Licence #23-156305
348,7022315,Sunset,49.22261,-123.10396,Entire home/apt,200.0,30,21,0.21,1,24,0,19-225862
349,7027063,Kensington-Cedar Cottage,49.24631,-123.08651,Entire home/apt,,30,12,0.13,1,0,0,nan
350,7034128,Hastings-Sunrise,49.28053,-123.02698,Entire home/apt,220.0,30,67,0.65,2,286,6,nan
351,7054627,Victoria-Fraserview,49.2308,-123.07286,Entire home/apt,100.0,30,78,0.76,1,292,4,23-156541
352,7071924,Downtown,49.27832,-123.12194,Entire home/apt,147.0,1,411,4.03,1,48,33,23-156639
353,7091335,Kensington-Cedar Cottage,49.23738,-123.06686,Entire home/apt,,30,24,0.23,1,0,0,nan
354,7112627,Fairview,49.26746,-123.12785,Entire home/apt,283.0,7,10,0.13,2,154,1,22-156203
355,7148892,South Cambie,49.25558,-123.11997,Entire home/apt,129.0,1,47,2.41,1,60,26,23-158095
356,7163201,Downtown,49.2749372597153,-123.10012229593563,Private room,125.0,2,147,1.87,1,172,45,23-158545
357,7183413,Grandview-Woodland,49.27041565656077,-123.06965190834626,Private room,105.0,2,183,2.03,1,29,24,23-156538
358,7248669,Hastings-Sunrise,49.28426,-123.02832,Entire home/apt,189.0,2,80,0.78,1,363,2,22-156102
359,7327653,Downtown,49.27749,-123.12297,Entire home/apt,250.0,30,3,0.03,1,88,0,nan
360,7365327,Kitsilano,49.26276,-123.14645,Entire home/apt,400.0,1,66,0.72,5,359,9,23-157161
361,7432239,West Point Grey,49.26405,-123.18769,Entire home/apt,213.0,30,64,0.64,1,304,6,nan
362,7436700,Fairview,49.26506,-123.12324,Entire home/apt,222.0,3,4,1.48,1,1,4,23-202690
363,7438069,Riley Park,49.2524,-123.10314,Entire home/apt,360.0,3,176,3.03,1,100,41,LICENCE NUMBER -23-156840
364,7478857,Grandview-Woodland,49.2724838256836,-123.06219482421876,Entire home/apt,98.0,29,230,2.25,1,213,6,23-152545
365,7481879,Kitsilano,49.26103,-123.1857,Private room,118.0,1,85,0.84,3,119,9,23-157690
366,7494656,West Point Grey,49.26258,-123.18716,Private room,128.0,1,110,1.08,3,180,22,23-157690
367,7518690,South Cambie,49.25031,-123.1205,Private room,130.0,1,66,0.73,1,24,4,23-257137
368,7547752,Renfrew-Collingwood,49.25275,-123.0406,Entire home/apt,161.0,3,66,0.65,1,347,14,23-245465
369,7548858,Mount Pleasant,49.26595,-123.09794,Entire home/apt,204.0,30,147,1.44,2,173,0,22-155907
370,7583961,Downtown,49.28856,-123.12563,Private room,71.0,30,101,0.99,1,65,0,nan
371,7639521,Downtown Eastside,49.28185,-123.10456,Entire home/apt,130.0,2,780,7.72,1,335,85,23-157064
372,7674840,Grandview-Woodland,49.27576,-123.06508,Entire home/apt,,3,15,0.15,1,0,0,19-188148
373,7679929,Mount Pleasant,49.26023,-123.08671,Entire home/apt,92.0,2,148,1.46,1,0,37,23-168287
374,7701543,Downtown,49.28043,-123.10787,Private room,206.0,1,216,2.13,2,187,21,23-255021
375,7716459,Downtown Eastside,49.28062,-123.10494,Entire home/apt,,2,7,0.1,1,0,0,18-549547
376,7741348,Mount Pleasant,49.25979,-123.11194,Private room,,1,459,4.53,1,0,56,nan
377,7747325,Mount Pleasant,49.26634,-123.09807,Entire home/apt,,2,0,,1,0,0,19-163065
378,7749728,Downtown,49.27667,-123.12752,Entire home/apt,,30,2,0.02,1,0,0,nan
379,7769633,Riley Park,49.25406,-123.09324,Private room,80.0,3,7,0.23,2,80,6,21-157801
380,7788230,Marpole,49.21311,-123.11348,Private room,42.0,31,57,0.58,6,151,4,18-499207
381,7804061,Downtown Eastside,49.28253,-123.0918,Entire home/apt,196.0,3,214,2.12,1,10,31,23-156311
382,7812180,Mount Pleasant,49.26443,-123.09925,Entire home/apt,89.0,2,96,1.35,2,15,30,23-156849
383,7822189,Renfrew-Collingwood,49.25211,-123.03292,Private room,40.0,30,59,0.59,6,100,3,nan
384,7827790,Downtown,49.27656,-123.13123,Entire home/apt,,4,5,0.06,1,0,0,20-187312
385,7838721,Downtown Eastside,49.27991,-123.1054,Entire home/apt,210.0,30,133,1.4,3,63,4,20-161540
386,7858563,Marpole,49.21306,-123.11307,Private room,41.0,31,66,0.66,6,0,2,nan
387,7858932,Marpole,49.21295,-123.11193,Private room,53.0,31,60,0.63,6,199,4,nan
388,7860202,Marpole,49.21231,-123.11193,Private room,56.0,31,54,0.54,6,260,3,nan
389,7860338,Marpole,49.21121,-123.11208,Private room,43.0,31,37,0.37,6,193,1,nan
390,7860380,Marpole,49.21285,-123.11361,Entire home/apt,152.0,31,101,1.02,6,1,0,nan
391,7917307,Downtown,49.2792118,-123.1214803,Entire home/apt,202.0,1,41,5.54,1,161,41,23-207102
392,7917938,Downtown,49.27783,-123.11536,Entire home/apt,195.0,60,3,0.05,3,363,0,18 560278 AM
393,7921570,Downtown,49.278342541706586,-123.1203968192842,Entire home/apt,229.0,5,60,0.6,1,292,12,22-245571
394,7931005,Mount Pleasant,49.26339,-123.08925,Entire home/apt,,90,15,0.16,1,0,0,18-566755
395,7936342,Downtown Eastside,49.27862,-123.09962,Entire home/apt,160.0,30,34,0.35,1,305,4,21-105438
396,7986252,Sunset,49.23191,-123.09369,Entire home/apt,,4,9,0.09,2,0,0,18-581804
397,7989551,Downtown,49.27483,-123.11601,Entire home/apt,150.0,30,34,0.35,8,313,3,nan
398,7997635,Kensington-Cedar Cottage,49.24963,-123.07277,Private room,85.0,1,212,2.1,2,195,32,23-156698
399,8014842,Killarney,49.23062,-123.03803,Entire home/apt,,3,119,1.18,1,0,0,18-607337
400,8017360,West End,49.28311,-123.13196,Entire home/apt,,30,0,,1,0,0,nan
401,8047959,Strathcona,49.27604,-123.0988,Private room,176.0,2,128,1.27,1,89,17,nan
402,8107160,Kitsilano,49.27465,-123.15155,Entire home/apt,398.0,6,6,0.06,1,11,0,21-157359
403,8118622,Downtown,49.27805,-123.12536,Entire home/apt,800.0,30,19,0.19,1,365,0,19-145531
404,8171107,Kitsilano,49.267456,-123.153473,Entire home/apt,179.0,30,34,0.37,1,164,5,22-167293
405,8173136,West End,49.27863118189188,-123.13749055049809,Entire home/apt,275.0,30,1,0.15,2,18,1,21-192441
406,8210512,Riley Park,49.25368,-123.09956,Entire home/apt,,3,4,0.06,1,0,0,nan
407,8210879,Kitsilano,49.2688,-123.18376,Entire home/apt,230.0,90,1,0.01,2,134,0,23-157821
408,8252104,Grandview-Woodland,49.26377,-123.05951,Entire home/apt,120.0,2,336,3.39,1,105,62,23-156447
409,8254293,Downtown,49.28091,-123.11861,Entire home/apt,180.0,60,61,0.61,1,0,0,nan
410,8255521,West End,49.28067,-123.13746,Entire home/apt,300.0,30,0,,1,358,0,nan
411,8356680,Strathcona,49.27662,-123.096,Entire home/apt,126.0,2,465,4.88,1,0,87,23-156683
412,8371276,Downtown,49.2732,-123.12485,Entire home/apt,195.0,30,99,1.0,1,57,3,22-106303
413,8423376,Grandview-Woodland,49.26464,-123.0651,Entire home/apt,,4,5,0.05,1,0,0,19-162370
414,8429321,Fairview,49.25904,-123.12737,Entire home/apt,170.0,4,123,2.23,1,67,35,23-156906
415,8434517,Mount Pleasant,49.26132,-123.08084,Entire home/apt,135.0,7,99,1.07,1,295,14,18-549595
416,8470134,Downtown,49.2785,-123.10929,Entire home/apt,,90,27,0.27,1,0,0,nan
417,8541289,Downtown,49.27895,-123.12466,Entire home/apt,125.0,3,116,1.21,1,123,16,24-157260
418,8616836,Riley Park,49.24796,-123.09164,Entire home/apt,,6,5,0.05,1,0,0,18-603650
419,8648704,Downtown Eastside,49.27743,-123.10022,Private room,95.0,3,276,3.03,2,89,41,20-161763
420,8656743,Kitsilano,49.26698,-123.15767,Entire home/apt,292.0,30,33,0.35,1,365,0,nan
421,8672239,Sunset,49.22846,-123.09686,Entire home/apt,120.0,5,168,1.71,2,0,33,nan
422,8685139,Kensington-Cedar Cottage,49.25203,-123.08339,Private room,80.0,4,146,1.55,1,72,23,23-156410
423,8697713,Kitsilano,49.2678,-123.16855,Private room,,3,3,0.05,1,0,0,18-574337
424,8721425,Riley Park,49.24984,-123.11016,Private room,65.0,6,124,1.25,1,175,19,22-156206
425,8736944,Kitsilano,49.27545,-123.15314,Entire home/apt,272.0,30,24,0.25,1,102,1,nan
426,8743634,Mount Pleasant,49.25945,-123.09143,Entire home/apt,150.0,3,320,3.3,1,174,39,23-156651
427,8780405,Mount Pleasant,49.27047,-123.10158,Entire home/apt,75.0,30,40,0.4,1,1,0,nan
428,8802669,Renfrew-Collingwood,49.24067,-123.05099,Private room,90.0,5,117,1.19,1,168,3,23-254180
429,8848127,West End,49.28239,-123.12502,Private room,195.0,30,62,0.64,1,89,0,nan
430,8900687,Downtown Eastside,49.28033,-123.1008,Entire home/apt,92.0,90,14,0.16,1,111,2,nan
431,8935357,Sunset,49.21915,-123.10273,Entire home/apt,,30,21,0.23,1,0,0,nan
432,8941830,West End,49.2804,-123.13603,Entire home/apt,144.0,30,183,1.87,1,52,4,nan
433,9016662,Hastings-Sunrise,49.27371,-123.05007,Private room,68.0,186,0,,2,359,0,nan
434,9046022,Downtown,49.28295,-123.12323,Entire home/apt,155.0,30,42,0.46,12,124,4,nan
435,9074376,Kensington-Cedar Cottage,49.24794,-123.08124,Entire home/apt,,4,2,0.03,1,0,0,18-606443
436,9198515,Mount Pleasant,49.26023,-123.09239,Entire home/apt,,2,29,0.34,1,0,0,nan
437,9237061,Kitsilano,49.27098,-123.16064,Entire home/apt,93.0,90,24,0.26,4,161,0,nan
438,9259030,Hastings-Sunrise,49.28959,-123.05161,Entire home/apt,,3,318,3.22,1,0,0,19-162037
439,9315705,Kitsilano,49.26672,-123.16668,Entire home/apt,220.0,3,9,0.13,3,175,2,23-156692
440,9318501,Riley Park,49.24738,-123.10184,Entire home/apt,,4,8,0.09,1,0,0,19-204434
441,9319614,Kensington-Cedar Cottage,49.25716,-123.0724,Private room,,30,7,0.11,1,0,0,nan
442,9450480,Kitsilano,49.27377,-123.14986,Entire home/apt,120.0,2,10,0.65,1,360,6,Exempt
443,9490187,Downtown,49.28143,-123.1256,Entire home/apt,,90,4,0.04,1,0,0,nan
444,9515819,Grandview-Woodland,49.27512,-123.06645,Entire home/apt,101.0,30,105,1.1,4,118,0,18-609260
445,9515931,Hastings-Sunrise,49.26346,-123.0526,Entire home/apt,190.0,3,83,0.86,1,6,6,22-156088
446,9533778,Grandview-Woodland,49.28003,-123.06204,Entire home/apt,,3,39,0.41,1,0,0,18-578937
447,9562576,Downtown,49.27546,-123.12481,Entire home/apt,275.0,180,47,0.49,7,348,4,nan
448,9592923,Mount Pleasant,49.26587,-123.0999,Entire home/apt,199.0,1,101,1.09,1,180,23,21-158202
449,9604978,Hastings-Sunrise,49.27658896005494,-123.04991684604342,Entire home/apt,116.0,2,27,3.91,1,0,27,23-210096
450,9615787,Downtown,49.27752,-123.11993,Entire home/apt,130.0,30,207,2.13,1,82,4,nan
451,9636681,Downtown Eastside,49.28377,-123.1061,Entire home/apt,,90,27,0.28,4,0,1,20-114695
452,9684392,Kitsilano,49.2674,-123.15509,Entire home/apt,98.0,30,10,0.68,1,44,8,nan
453,9761890,Hastings-Sunrise,49.27977,-123.03009,Entire home/apt,,4,4,0.04,1,0,3,23-181957
454,9867831,Kitsilano,49.26682,-123.16654,Entire home/apt,285.0,2,16,0.5,3,263,7,23-156692
455,9901027,Downtown Eastside,49.28198,-123.1112,Private room,137.0,1,179,1.85,6,161,19,Exempt
456,9996147,West End,49.28404,-123.12386,Entire home/apt,200.0,30,17,0.18,1,71,11,19-168051
457,10151493,Downtown,49.27924,-123.10711,Entire home/apt,200.0,7,30,0.33,1,30,16,23-158147
458,10154874,Downtown,49.27782,-123.12991,Entire home/apt,,2,41,0.46,1,0,0,19-161064
459,10193033,South Cambie,49.24289,-123.11954,Entire home/apt,,2,31,0.33,1,0,2,23-188692
460,10231101,Kitsilano,49.27201,-123.15474,Entire home/apt,77.0,30,42,0.45,2,222,4,nan
461,10523480,West End,49.28668,-123.13599,Entire home/apt,129.0,2,269,2.82,1,0,41,23-156625
462,10541223,South Cambie,49.25291,-123.11915,Entire home/apt,,1,309,3.38,1,0,53,22-155925
463,10598712,West End,49.28301,-123.12357,Entire home/apt,254.0,30,66,0.71,2,264,2,Long term
464,10618317,Kensington-Cedar Cottage,49.24354,-123.07279,Entire home/apt,,3,3,0.04,1,0,0,18-608566
465,10619943,Grandview-Woodland,49.27036,-123.06444,Entire home/apt,174.0,3,172,1.83,2,55,34,23-156386
466,10811008,Downtown,49.28593,-123.11571,Entire home/apt,151.0,1,55,0.58,5,0,0,Exempt
467,10924322,Downtown Eastside,49.28196,-123.10734,Entire home/apt,170.0,2,175,1.85,1,0,52,23-157896
468,10946286,Downtown Eastside,49.27912,-123.10065,Entire home/apt,,32,41,0.44,1,0,0,nan
469,10992078,Dunbar Southlands,49.25315,-123.17653,Entire home/apt,119.0,28,170,1.79,1,256,2,21-161027
470,11102652,Mount Pleasant,49.2691,-123.10345,Entire home/apt,150.0,365,31,0.33,1,365,0,nan
471,11125104,Marpole,49.21323,-123.13552,Entire home/apt,99.0,2,7,2.56,1,175,7,23-253119
472,11207279,West End,49.29236,-123.13609,Entire home/apt,,30,75,0.79,2,0,0,nan
473,11242550,Renfrew-Collingwood,49.25319,-123.03326,Private room,34.0,30,50,0.56,3,90,7,nan
474,11261229,Grandview-Woodland,49.27214050292969,-123.0706558227539,Entire home/apt,238.0,5,132,1.41,3,321,15,23-156724
475,11361362,Kensington-Cedar Cottage,49.25747,-123.07134,Entire home/apt,375.0,3,24,0.27,1,85,6,24-159363
476,11393844,Downtown Eastside,49.27779,-123.08743,Entire home/apt,276.0,2,141,1.54,1,141,11,23-212368
477,11401593,Kitsilano,49.25919,-123.16995,Entire home/apt,299.0,5,183,1.96,1,351,13,23-156703
478,11441600,Kitsilano,49.27431,-123.15094,Entire home/apt,,30,53,0.56,1,0,0,nan
479,11512985,Riley Park,49.2477,-123.11188,Entire home/apt,180.0,5,157,1.68,1,290,17,23-156276
480,11548616,Hastings-Sunrise,49.28024,-123.04351,Entire home/apt,104.0,3,207,2.26,1,185,45,23-156395
481,11549700,Kensington-Cedar Cottage,49.24569,-123.06533,Private room,60.0,30,12,0.13,3,160,2,nan
482,11550687,Kensington-Cedar Cottage,49.24616,-123.0657,Private room,46.0,30,9,0.11,3,106,1,nan
483,11588321,Downtown,49.27864,-123.11727,Entire home/apt,350.0,2,24,0.26,1,49,2,Exempt
484,11638140,Kitsilano,49.26907,-123.17436,Entire home/apt,600.0,3,154,1.69,1,272,25,22-156078
485,11677580,Downtown,49.27928,-123.1249,Entire home/apt,165.0,30,153,1.62,1,52,27,23-157823
486,11688698,Kensington-Cedar Cottage,49.24719,-123.06355,Private room,45.0,30,9,0.1,3,34,2,nan
